Origin,Year,Enplanements
VNY,2014,134
VNY,2015,208
VNY,2016,244
SZL,1995,393
SZL,1999,654
SZL,2002,60
SZL,2003,121
SZL,2004,79
SZL,2005,86
SZL,2006,276
SZL,2007,293
SZL,2008,286
SZL,2009,0
SZL,2010,0
SZL,2012,0
SZL,2013,25
SZL,2014,0
SZL,2015,29
SZL,2016,0
DIO,2002,158
DIO,2003,258
DIO,2004,122
DIO,2005,292
DIO,2006,163
DIO,2007,167
DIO,2008,106
DIO,2010,272
DIO,2011,161
DIO,2012,206
DIO,2013,15
DIO,2015,59
DIO,2016,270
MUO,1995,0
MUO,1999,232
MUO,2000,232
MUO,2003,204
MUO,2004,0
MUO,2005,131
MUO,2006,267
MUO,2007,291
MUO,2008,234
MUO,2009,425
MUO,2010,129
MUO,2011,88
MUO,2013,0
MUO,2014,0
MUO,2016,0
OFK,2002,298
OFK,2003,"1,254"
OFK,2004,672
OFK,2007,0
OFK,2008,0
OFK,2009,0
HWI,2002,14
HWI,2003,876
HWI,2004,"1,174"
HWI,2005,127
HWI,2006,11
UGB,2002,174
UGB,2003,257
UGB,2004,193
UGB,2005,173
UGB,2006,183
UGB,2007,182
UGB,2008,180
UGB,2009,207
UGB,2010,187
UGB,2011,156
UGB,2012,98
UGB,2013,135
UGB,2014,38
UGB,2015,25
NRB,1991,179
NRB,1992,292
NRB,1994,"1,010"
NRB,1997,21
NRB,1998,36
NRB,2000,147
NRB,2003,51
NRB,2004,163
NRB,2008,113
NRB,2009,81
NRB,2010,41
NRB,2011,0
NRB,2012,46
N1C,2011,"1,754"
N1C,2012,129
N1C,2013,140
N1C,2014,0
N1C,2015,156
EXI,2002,184
EXI,2003,592
EXI,2004,202
EXI,2005,386
EXI,2006,30
EXI,2007,126
EXI,2008,65
EXI,2009,32
EXI,2010,30
EXI,2011,75
EXI,2012,69
EXI,2013,65
EXI,2014,37
EXI,2015,149
EXI,2016,135
STJ,1994,0
STJ,1998,0
STJ,2005,368
STJ,2006,514
STJ,2007,185
STJ,2008,333
STJ,2009,206
STJ,2010,131
STJ,2011,105
STJ,2012,167
STJ,2013,95
LUR,2001,0
LUR,2002,146
LUR,2003,101
LUR,2004,193
LUR,2005,122
LUR,2006,107
LUR,2007,105
LUR,2008,124
LUR,2009,169
LUR,2010,200
LUR,2011,155
LUR,2012,126
LUR,2013,128
LUR,2014,120
LUR,2015,138
LUR,2016,149
WMK,2002,84
WMK,2003,108
WMK,2004,57
WMK,2005,77
WMK,2006,101
WMK,2007,217
WMK,2008,174
WMK,2009,152
WMK,2010,161
WMK,2011,159
WMK,2012,161
WMK,2013,158
WMK,2014,160
WMK,2015,125
WMK,2016,183
DMA,1998,0
DMA,2001,137
DMA,2003,111
DMA,2004,185
DMA,2005,364
DMA,2006,164
DMA,2007,253
DMA,2008,84
DMA,2009,253
DMA,2010,124
DMA,2013,120
DMA,2014,0
DMA,2015,0
DMA,2016,260
CSM,2003,7
CSM,2004,2
CSM,2006,18
CSM,2007,10
CSM,2008,882
CSM,2009,91
CSM,2010,67
CSM,2011,236
CSM,2014,124
CSM,2015,614
NSF,2002,200
NSF,2003,404
NSF,2004,"1,167"
NSF,2005,275
DQW,2002,0
DQW,2003,340
DQW,2004,357
DQW,2005,430
DQW,2006,917
DQW,2007,0
TIK,1990,172
TIK,1991,0
TIK,2002,142
TIK,2004,0
TIK,2005,168
TIK,2006,334
TIK,2007,465
TIK,2008,208
TIK,2009,25
TIK,2010,113
TIK,2011,0
TIK,2012,0
TIK,2013,153
TIK,2015,249
WHD,2002,168
WHD,2003,144
WHD,2004,127
WHD,2005,133
WHD,2006,150
WHD,2007,129
WHD,2008,123
WHD,2009,119
WHD,2010,101
WHD,2011,92
WHD,2012,215
WHD,2013,154
WHD,2014,110
WHD,2015,119
WHD,2016,139
OKK,1998,0
OKK,1999,0
OKK,2000,0
OKK,2001,0
OKK,2002,0
OKK,2003,0
OKK,2004,0
OKK,2005,0
OKK,2006,169
OKK,2007,"1,061"
OKK,2008,784
OKK,2009,2
OKK,2013,0
RBF,1990,"2,015"
SKW,2002,143
SKW,2003,144
SKW,2004,176
SKW,2005,138
SKW,2006,135
SKW,2007,303
SKW,2008,396
SKW,2009,89
SKW,2010,92
SKW,2011,89
SKW,2012,72
SKW,2013,70
SKW,2014,51
SKW,2015,51
SKW,2016,55
VZN,2002,215
VZN,2003,181
VZN,2004,181
VZN,2005,189
VZN,2006,182
VZN,2007,178
VZN,2008,184
VZN,2009,174
VZN,2010,146
VZN,2011,154
VZN,2012,173
BSZ,2002,276
BSZ,2003,454
BSZ,2004,389
BSZ,2005,160
BSZ,2006,122
BSZ,2007,68
BSZ,2009,89
BSZ,2010,98
BSZ,2011,146
BSZ,2012,124
EDA,2002,93
EDA,2003,114
EDA,2004,123
EDA,2005,111
EDA,2006,108
EDA,2007,108
EDA,2008,92
EDA,2009,119
EDA,2010,118
EDA,2011,129
EDA,2012,132
EDA,2013,156
EDA,2014,151
EDA,2015,181
EDA,2016,181
TNC,2002,83
TNC,2003,133
TNC,2004,98
TNC,2005,87
TNC,2006,128
TNC,2007,130
TNC,2008,172
TNC,2009,200
TNC,2010,190
TNC,2011,118
TNC,2012,126
TNC,2013,142
TNC,2014,104
TNC,2015,102
TNC,2016,94
CFA,2002,167
CFA,2003,150
CFA,2004,241
CFA,2005,212
CFA,2006,220
CFA,2007,197
CFA,2008,249
CFA,2009,147
CFA,2010,177
CFA,2011,124
CFA,2012,2
JZE,2002,"1,146"
JZE,2003,461
JZE,2004,101
JZE,2005,21
JZE,2006,26
JZE,2007,2
JZE,2008,0
JZE,2009,36
JZE,2010,0
JZE,2011,0
JZE,2012,18
JZE,2013,13
JZE,2014,7
JZE,2015,16
JZE,2016,19
UTO,1998,3
UTO,2001,0
UTO,2002,118
UTO,2003,145
UTO,2004,119
UTO,2005,114
UTO,2006,149
UTO,2007,114
UTO,2008,111
UTO,2009,105
UTO,2010,173
UTO,2011,154
UTO,2012,155
UTO,2013,116
UTO,2014,108
UTO,2015,105
UTO,2016,73
NQA,1994,0
NQA,1996,0
NQA,2001,77
NQA,2003,52
NQA,2004,175
NQA,2005,346
NQA,2006,291
NQA,2007,398
NQA,2008,277
NQA,2009,185
NQA,2010,0
NQA,2012,28
NQA,2014,0
NQA,2015,0
PBK,2002,153
PBK,2003,314
PBK,2004,244
PBK,2007,63
PBK,2008,47
PBK,2009,36
PBK,2010,28
PBK,2011,54
PBK,2012,101
PBK,2013,288
PBK,2015,203
PBK,2016,273
OCF,1999,0
OCF,2001,0
OCF,2002,0
OCF,2003,0
OCF,2004,90
OCF,2005,0
OCF,2006,41
OCF,2007,197
OCF,2008,288
OCF,2009,172
OCF,2010,173
OCF,2011,351
OCF,2012,249
OCF,2013,166
OCF,2014,0
OCF,2015,0
OCF,2016,60
LMA,2001,16
LMA,2002,153
LMA,2003,205
LMA,2004,145
LMA,2005,100
LMA,2006,76
LMA,2007,66
LMA,2008,49
LMA,2009,21
LMA,2010,44
LMA,2011,121
LMA,2012,119
LMA,2013,135
LMA,2014,211
LMA,2015,155
LMA,2016,168
MHR,1998,0
MHR,1999,97
MHR,2000,0
MHR,2001,45
MHR,2002,40
MHR,2003,453
MHR,2004,262
MHR,2005,3
MHR,2006,0
MHR,2007,0
MHR,2008,140
MHR,2009,26
MHR,2010,0
MHR,2011,4
MHR,2012,246
MHR,2013,3
MHR,2014,140
MHR,2015,5
MHR,2016,293
DQH,2002,9
DQH,2003,23
DQH,2004,562
DQH,2005,234
DQH,2006,26
DQH,2007,786
DQH,2008,14
DQH,2009,0
DQH,2010,0
DQH,2011,84
DQH,2012,2
DQH,2013,0
DQH,2014,14
DQH,2015,0
DQH,2016,0
NBG,1996,87
NBG,2005,"1,444"
NBG,2008,190
NBG,2011,28
NBG,2015,0
BLM,2004,0
BLM,2007,628
BLM,2008,502
BLM,2009,427
BLM,2010,2
BLM,2011,30
BLM,2012,34
BLM,2013,19
BLM,2014,50
BLM,2015,21
BLM,2016,21
KCC,2002,108
KCC,2003,113
KCC,2004,163
KCC,2005,148
KCC,2006,110
KCC,2007,107
KCC,2008,126
KCC,2009,125
KCC,2010,74
KCC,2011,127
KCC,2012,79
KCC,2013,155
KCC,2014,138
KCC,2015,58
KCC,2016,84
PAQ,1995,333
PAQ,2002,114
PAQ,2003,37
PAQ,2004,17
PAQ,2005,94
PAQ,2006,192
PAQ,2007,202
PAQ,2008,44
PAQ,2009,161
PAQ,2010,324
PAQ,2011,0
PAQ,2012,15
PAQ,2013,21
PAQ,2014,0
PAQ,2015,110
PAQ,2016,20
RWI,2000,0
RWI,2001,0
RWI,2002,36
RWI,2003,575
RWI,2004,36
RWI,2005,0
RWI,2006,76
RWI,2007,284
RWI,2008,0
RWI,2009,0
RWI,2010,30
RWI,2011,58
RWI,2012,0
RWI,2013,2
RWI,2014,0
RWI,2015,391
RWI,2016,187
PCA,2002,288
PCA,2003,233
PCA,2004,249
PCA,2005,247
PCA,2006,218
PCA,2007,202
PCA,2008,61
PCA,2009,36
PCA,2010,16
PCA,2011,16
PCA,2012,28
PCA,2013,12
PCA,2014,31
PCA,2015,12
RSN,1991,"1,577"
RSN,2009,27
RSN,2011,24
RSN,2016,20
EHM,2002,72
EHM,2003,111
EHM,2004,106
EHM,2005,126
EHM,2006,132
EHM,2007,122
EHM,2008,103
EHM,2009,103
EHM,2010,148
EHM,2011,131
EHM,2012,109
EHM,2013,66
EHM,2014,118
EHM,2015,85
EHM,2016,74
KNB,2002,4
KNB,2011,3
KNB,2012,302
KNB,2013,345
KNB,2014,266
KNB,2015,312
KNB,2016,373
NPA,1991,0
NPA,2002,115
NPA,2003,179
NPA,2004,19
NPA,2005,174
NPA,2006,208
NPA,2007,162
NPA,2009,0
NPA,2010,209
NPA,2011,182
NPA,2012,163
NPA,2014,180
NPA,2015,0
RIL,1990,203
RIL,1992,50
RIL,1993,364
RIL,1994,220
RIL,1995,72
RIL,1996,313
RIL,1997,0
RIL,1998,97
RIL,1999,41
RIL,2000,41
RIL,2006,11
RIL,2007,24
RIL,2008,12
RIL,2009,1
RIL,2010,16
RIL,2011,15
RIL,2012,14
RIL,2013,7
RIL,2014,5
RIL,2015,6
RIL,2016,24
ALZ,2002,40
ALZ,2003,61
ALZ,2004,64
ALZ,2005,66
ALZ,2006,46
ALZ,2007,81
ALZ,2008,175
ALZ,2009,164
ALZ,2010,107
ALZ,2011,144
ALZ,2012,111
ALZ,2013,121
ALZ,2014,125
ALZ,2015,110
ALZ,2016,119
WWP,2002,46
WWP,2003,25
WWP,2004,32
WWP,2005,23
WWP,2006,35
WWP,2007,189
WWP,2008,204
WWP,2009,105
WWP,2010,99
WWP,2011,96
WWP,2012,134
WWP,2013,189
WWP,2014,138
WWP,2015,126
WWP,2016,88
NCO,1990,"1,523"
NCO,2016,4
CZF,2002,38
CZF,2003,103
CZF,2004,120
CZF,2005,92
CZF,2006,128
CZF,2007,116
CZF,2008,77
CZF,2009,109
CZF,2010,145
CZF,2011,143
CZF,2012,101
CZF,2013,81
CZF,2014,76
CZF,2015,66
CZF,2016,109
TKL,2002,"1,079"
TKL,2003,359
TKL,2004,27
A07,2002,2
A07,2003,139
A07,2004,227
A07,2005,222
A07,2006,229
A07,2007,178
A07,2008,300
A07,2009,159
A07,2010,4
A07,2011,0
A07,2012,0
PTD,2002,6
PTD,2003,0
PTD,2005,223
PTD,2006,173
PTD,2007,183
PTD,2008,139
PTD,2009,189
PTD,2010,146
PTD,2011,176
PTD,2012,169
PTD,2013,22
PTD,2015,6
PTD,2016,14
FQQ,2004,137
FQQ,2005,185
FQQ,2006,205
FQQ,2007,203
FQQ,2008,167
FQQ,2009,103
FQQ,2010,164
FQQ,2011,110
FQQ,2012,152
PTA,2002,98
PTA,2003,84
PTA,2004,64
PTA,2005,106
PTA,2006,73
PTA,2007,72
PTA,2008,62
PTA,2009,49
PTA,2010,139
PTA,2011,105
PTA,2012,108
PTA,2013,117
PTA,2014,89
PTA,2015,132
PTA,2016,113
MNZ,2005,0
MNZ,2006,4
MNZ,2007,6
MNZ,2010,13
MNZ,2011,24
MNZ,2012,3
MNZ,2013,368
MNZ,2014,529
MNZ,2015,4
MNZ,2016,455
KXA,2002,45
KXA,2003,55
KXA,2004,63
KXA,2005,65
KXA,2006,92
KXA,2007,148
KXA,2008,58
KXA,2009,77
KXA,2010,125
KXA,2011,97
KXA,2012,127
KXA,2013,139
KXA,2014,123
KXA,2015,106
KXA,2016,75
HSH,2003,35
HSH,2004,41
HSH,2007,5
HSH,2008,10
HSH,2009,29
HSH,2010,10
HSH,2011,312
HSH,2012,12
HSH,2013,10
HSH,2014,5
HSH,2015,502
HSH,2016,387
NHZ,1991,294
NHZ,1996,187
NHZ,1999,52
NHZ,2000,158
NHZ,2002,133
NHZ,2003,172
NHZ,2006,109
NHZ,2007,0
NHZ,2008,88
NHZ,2009,93
NHZ,2011,14
NHZ,2013,13
NHZ,2014,13
NHZ,2015,20
NHZ,2016,10
HST,1992,788
HST,1995,0
HST,1996,0
HST,1998,98
HST,2001,0
HST,2002,63
HST,2004,91
HST,2006,96
HST,2008,57
HST,2009,126
HST,2010,36
RQI,2002,4
RQI,2003,71
RQI,2004,159
RQI,2005,73
RQI,2006,224
RQI,2007,483
RQI,2008,83
RQI,2009,72
RQI,2010,60
RQI,2011,91
RQI,2012,20
RQI,2013,10
RQI,2015,3
RQI,2016,0
NNK,2002,140
NNK,2003,135
NNK,2004,163
NNK,2005,85
NNK,2006,121
NNK,2007,105
NNK,2008,161
NNK,2009,63
NNK,2010,98
NNK,2011,62
NNK,2012,61
NNK,2013,40
NNK,2014,36
NNK,2015,53
NNK,2016,28
MFD,1993,0
MFD,1995,0
MFD,1998,0
MFD,1999,0
MFD,2000,0
MFD,2002,101
MFD,2003,115
MFD,2004,63
MFD,2005,133
MFD,2006,120
MFD,2007,106
MFD,2008,127
MFD,2011,24
MFD,2012,207
MFD,2013,0
MFD,2014,110
MFD,2015,108
MFD,2016,135
A23,2008,191
A23,2009,330
A23,2010,418
A23,2011,192
A23,2012,199
JSE,2002,978
JSE,2003,327
JSE,2005,5
VAD,1995,399
VAD,2000,86
VAD,2005,132
VAD,2008,393
VAD,2009,0
VAD,2010,100
VAD,2013,26
VAD,2015,173
VAD,2016,0
DCK,2002,8
DCK,2003,25
DCK,2004,62
DCK,2005,58
DCK,2006,123
DCK,2007,80
DCK,2008,92
DCK,2009,10
DCK,2010,51
DCK,2011,174
DCK,2012,291
DCK,2013,109
DCK,2014,14
DCK,2015,44
DCK,2016,156
NV2,2012,"1,290"
GSB,1998,0
GSB,1999,356
GSB,2000,208
GSB,2001,203
GSB,2003,0
GSB,2004,0
GSB,2005,98
GSB,2006,23
GSB,2007,56
GSB,2008,134
GSB,2009,123
GSB,2010,80
GSB,2011,0
GSB,2015,0
MTC,2000,100
MTC,2003,133
MTC,2004,82
MTC,2005,178
MTC,2006,238
MTC,2007,0
MTC,2008,33
MTC,2009,264
MTC,2010,211
MTC,2011,0
MTC,2014,42
KPC,2000,0
KPC,2002,88
KPC,2003,148
KPC,2004,149
KPC,2005,134
KPC,2006,169
KPC,2007,128
KPC,2008,95
KPC,2009,140
KPC,2010,140
KPC,2011,14
KPC,2013,16
KPC,2014,44
KPC,2015,10
KPC,2016,1
PWT,2007,56
PWT,2008,221
PWT,2009,361
PWT,2010,177
PWT,2011,322
PWT,2012,92
PWT,2013,7
PWT,2015,0
MGE,1993,0
MGE,1998,93
MGE,2001,50
MGE,2003,58
MGE,2004,381
MGE,2005,383
MGE,2006,29
MGE,2008,96
MGE,2009,143
MGE,2011,0
UOX,2002,477
UOX,2003,246
UOX,2008,28
UOX,2009,34
UOX,2011,175
UOX,2012,161
UOX,2013,5
UOX,2015,45
UOX,2016,57
MPR,2008,"1,224"
MPR,2011,0
HMN,2001,0
HMN,2002,0
HMN,2003,95
HMN,2004,160
HMN,2005,123
HMN,2006,314
HMN,2007,137
HMN,2009,205
HMN,2010,101
HMN,2011,88
HMN,2012,0
HMN,2015,0
LRF,1990,143
LRF,1996,127
LRF,2000,187
LRF,2001,66
LRF,2002,0
LRF,2004,97
LRF,2005,61
LRF,2006,260
LRF,2007,156
LRF,2008,118
CWF,2010,0
CWF,2011,265
CWF,2012,279
CWF,2013,281
CWF,2014,148
CWF,2016,238
MDH,1993,82
MDH,2002,25
MDH,2003,82
MDH,2004,115
MDH,2007,102
MDH,2008,120
MDH,2009,0
MDH,2010,0
MDH,2011,0
MDH,2012,12
MDH,2013,130
MDH,2015,281
MDH,2016,252
NUW,1991,133
NUW,1995,130
NUW,1996,0
NUW,2002,0
NUW,2003,0
NUW,2006,238
NUW,2007,243
NUW,2008,138
NUW,2009,7
NUW,2010,21
NUW,2011,54
NUW,2012,23
NUW,2013,0
NUW,2015,211
NUW,2016,0
BJC,1999,0
BJC,2004,0
BJC,2005,26
BJC,2007,9
BJC,2008,80
BJC,2009,38
BJC,2010,135
BJC,2011,5
BJC,2012,224
BJC,2013,4
BJC,2014,146
BJC,2015,20
BJC,2016,497
MPB,2003,2
MPB,2005,15
MPB,2016,"1,156"
MLY,2000,2
MLY,2001,0
MLY,2002,60
MLY,2003,129
MLY,2004,104
MLY,2005,69
MLY,2006,33
MLY,2007,52
MLY,2008,43
MLY,2009,41
MLY,2010,41
MLY,2011,49
MLY,2012,104
MLY,2013,116
MLY,2014,131
MLY,2015,96
MLY,2016,91
TLJ,2000,0
TLJ,2002,85
TLJ,2003,95
TLJ,2004,82
TLJ,2005,66
TLJ,2006,93
TLJ,2007,103
TLJ,2008,100
TLJ,2009,97
TLJ,2010,88
TLJ,2011,64
TLJ,2012,124
TLJ,2013,63
TLJ,2014,9
TLJ,2015,18
TLJ,2016,56
AA8,2002,0
AA8,2003,0
AA8,2004,23
AA8,2005,5
AA8,2007,22
AA8,2008,0
AA8,2009,4
AA8,2010,7
AA8,2011,365
AA8,2012,374
AA8,2013,291
AA8,2014,2
MTO,2000,0
MTO,2003,123
MTO,2004,118
MTO,2005,0
MTO,2006,41
MTO,2007,157
MTO,2008,38
MTO,2009,249
MTO,2010,0
MTO,2011,50
MTO,2013,132
MTO,2014,25
MTO,2015,148
PPV,2002,58
PPV,2003,69
PPV,2004,70
PPV,2005,70
PPV,2006,78
PPV,2007,75
PPV,2008,57
PPV,2009,91
PPV,2010,84
PPV,2011,68
PPV,2012,80
PPV,2013,97
PPV,2014,66
PPV,2015,46
PPV,2016,70
FQJ,2003,475
FQJ,2004,588
BFK,1993,521
BFK,2004,169
BFK,2005,132
BFK,2009,189
BFK,2010,11
BFK,2011,2
BFK,2012,37
A27,2003,25
A27,2004,386
A27,2005,12
A27,2006,25
A27,2009,83
A27,2010,96
A27,2011,108
A27,2012,99
A27,2013,85
A27,2014,96
A27,2015,19
A27,2016,1
DYS,1995,107
DYS,2002,0
DYS,2003,0
DYS,2006,229
DYS,2007,152
DYS,2008,69
DYS,2009,445
DYS,2012,0
RND,2003,257
RND,2004,703
RND,2006,41
CZN,1998,170
CZN,2002,34
CZN,2003,34
CZN,2004,49
CZN,2005,33
CZN,2006,42
CZN,2007,56
CZN,2008,31
CZN,2009,51
CZN,2010,44
CZN,2011,53
CZN,2012,56
CZN,2013,88
CZN,2014,91
CZN,2015,72
CZN,2016,92
CHP,1997,14
CHP,1998,9
CHP,1999,4
CHP,2000,626
CHP,2001,2
CHP,2002,87
CHP,2003,24
CHP,2004,44
CHP,2005,7
CHP,2006,4
CHP,2007,6
CHP,2009,58
CHP,2010,55
CHP,2011,12
CHP,2012,18
CHP,2013,8
CHP,2014,15
AK5,2013,369
AK5,2014,156
AK5,2015,463
ENN,2000,1
ENN,2002,3
ENN,2003,8
ENN,2004,49
ENN,2005,72
ENN,2006,44
ENN,2007,42
ENN,2008,31
ENN,2009,144
ENN,2010,79
ENN,2011,71
ENN,2012,71
ENN,2013,289
ENN,2014,32
ENN,2015,19
ENN,2016,26
WSB,2009,3
WSB,2011,2
WSB,2012,79
WSB,2013,163
WSB,2014,334
WSB,2015,399
NEW,1995,0
NEW,2000,15
NEW,2003,198
NEW,2004,505
NEW,2005,72
NEW,2008,44
NEW,2009,23
NEW,2011,20
NEW,2012,9
NEW,2013,25
NEW,2014,17
NEW,2015,35
NEW,2016,13
PRB,1996,173
PRB,2003,148
PRB,2004,208
PRB,2005,402
PRB,2007,8
PRB,2009,0
PRB,2010,0
PRB,2011,5
PRB,2012,10
PRB,2013,0
PRB,2015,0
PRB,2016,19
WCR,1999,1
WCR,2000,3
WCR,2001,17
WCR,2002,83
WCR,2003,113
WCR,2004,101
WCR,2005,96
WCR,2006,91
WCR,2007,153
WCR,2008,48
WCR,2009,32
WCR,2010,42
WCR,2011,25
WCR,2012,53
WCR,2013,28
WCR,2014,47
WCR,2015,17
WCR,2016,14
HTO,1999,0
HTO,2005,0
HTO,2006,20
HTO,2007,97
HTO,2008,86
HTO,2009,45
HTO,2010,62
HTO,2011,109
HTO,2012,69
HTO,2013,99
HTO,2014,98
HTO,2015,113
HTO,2016,154
MXF,1998,0
MXF,1999,0
MXF,2000,97
MXF,2003,320
MXF,2005,0
MXF,2006,359
MXF,2015,175
MXF,2016,0
AGC,1996,30
AGC,1997,23
AGC,2003,15
AGC,2005,0
AGC,2007,37
AGC,2008,9
AGC,2009,0
AGC,2010,6
AGC,2011,202
AGC,2012,93
AGC,2013,157
AGC,2014,171
AGC,2015,118
AGC,2016,71
MXY,2002,4
MXY,2003,42
MXY,2004,58
MXY,2005,57
MXY,2006,90
MXY,2007,78
MXY,2008,48
MXY,2009,65
MXY,2010,54
MXY,2011,50
MXY,2012,66
MXY,2013,72
MXY,2014,41
MXY,2015,39
MXY,2016,150
OXC,1998,0
OXC,2001,0
OXC,2005,0
OXC,2006,34
OXC,2007,86
OXC,2008,124
OXC,2009,65
OXC,2010,86
OXC,2011,102
OXC,2012,41
OXC,2013,134
OXC,2014,89
OXC,2015,69
OXC,2016,75
QKV,2008,882
QKV,2014,18
LAA,1995,607
LAA,1996,287
KIB,1996,797
KIB,2002,7
KIB,2003,19
KIB,2004,24
KIB,2005,22
KIB,2006,8
FNR,2002,61
FNR,2003,293
FNR,2004,290
FNR,2005,54
FNR,2006,20
FNR,2007,11
FNR,2008,16
FNR,2009,12
FNR,2010,11
FNR,2011,15
FNR,2012,30
FNR,2013,10
FNR,2014,14
FNR,2015,19
FNR,2016,16
MHM,2000,6
MHM,2001,1
MHM,2002,27
MHM,2003,25
MHM,2004,27
MHM,2005,65
MHM,2006,86
MHM,2007,98
MHM,2008,100
MHM,2009,99
MHM,2010,80
MHM,2011,9
MHM,2012,48
MHM,2013,149
MHM,2014,14
MHM,2015,10
MHM,2016,3
SXQ,1993,359
SXQ,2002,6
SXQ,2003,15
SXQ,2004,20
SXQ,2005,161
SXQ,2006,0
SXQ,2007,19
SXQ,2008,59
SXQ,2009,98
SXQ,2010,8
SXQ,2012,24
SXQ,2013,43
SXQ,2014,0
SXQ,2015,0
SXQ,2016,32
DHB,2014,639
DHB,2015,193
DHB,2016,2
BFT,1991,112
BFT,1995,50
BFT,2004,242
BFT,2008,207
BFT,2009,4
BFT,2011,2
BFT,2013,4
BFT,2014,2
BFT,2015,173
BFT,2016,8
RNT,1999,0
RNT,2004,106
RNT,2006,7
RNT,2008,37
RNT,2009,6
RNT,2010,9
RNT,2011,6
RNT,2012,9
RNT,2013,5
RNT,2014,12
RNT,2015,162
RNT,2016,434
FVQ,2002,11
FVQ,2003,33
FVQ,2004,15
FVQ,2005,48
FVQ,2006,29
FVQ,2007,13
FVQ,2008,0
FVQ,2009,71
FVQ,2010,30
FVQ,2011,275
FVQ,2012,148
FVQ,2013,1
FVQ,2014,61
FVQ,2015,47
FVQ,2016,10
DGB,2002,8
DGB,2003,13
DGB,2004,1
DGB,2005,8
DGB,2006,90
DGB,2007,198
DGB,2008,192
DGB,2009,142
DGB,2010,74
DGB,2011,20
DGB,2012,10
DGB,2013,19
DGB,2015,6
DGB,2016,4
VZY,2003,2
VZY,2004,14
VZY,2005,43
VZY,2006,9
VZY,2007,23
VZY,2009,51
VZY,2010,101
VZY,2011,66
VZY,2012,49
VZY,2013,141
VZY,2014,49
VZY,2015,82
VZY,2016,147
ZNC,2002,188
ZNC,2003,72
ZNC,2004,88
ZNC,2005,64
ZNC,2006,100
ZNC,2007,65
ZNC,2008,66
ZNC,2009,10
ZNC,2010,20
ZNC,2011,19
ZNC,2012,18
ZNC,2013,14
ZNC,2014,18
ZNC,2015,2
ZNC,2016,25
FOK,2003,1
FOK,2004,34
FOK,2005,19
FOK,2006,30
FOK,2007,48
FOK,2008,18
FOK,2009,37
FOK,2010,16
FOK,2011,53
FOK,2012,82
FOK,2013,82
FOK,2014,59
FOK,2015,100
FOK,2016,186
FWH,1993,131
FWH,2001,0
FWH,2002,134
FWH,2005,123
FWH,2007,0
FWH,2008,109
FWH,2009,123
FWH,2010,88
FWH,2012,6
FWH,2015,41
FWH,2016,10
SC1,2005,443
SC1,2007,84
SC1,2008,133
SC1,2011,0
SC1,2015,98
RLU,2004,31
RLU,2005,4
RLU,2006,3
RLU,2007,6
RLU,2008,13
RLU,2010,0
RLU,2011,79
RLU,2012,294
RLU,2013,213
RLU,2014,16
RLU,2015,49
RLU,2016,48
HKB,2002,60
HKB,2003,70
HKB,2004,73
HKB,2005,81
HKB,2006,106
HKB,2007,116
HKB,2008,34
HKB,2009,33
HKB,2010,8
HKB,2011,5
HKB,2012,20
HKB,2013,24
HKB,2014,10
HKB,2015,36
HKB,2016,79
OFF,1990,40
OFF,2003,68
OFF,2005,268
OFF,2007,165
OFF,2009,96
OFF,2010,103
OFF,2011,0
OFF,2012,0
OFF,2014,0
OFF,2015,0
OQS,2002,100
OQS,2003,84
OQS,2004,78
OQS,2005,153
OQS,2006,106
OQS,2007,34
OQS,2011,99
OQS,2012,76
ZXO,2004,3
ZXO,2007,627
ZXO,2008,86
ZXO,2011,4
ZXO,2014,7
SCF,2004,27
SCF,2005,27
SCF,2006,19
SCF,2007,101
SCF,2008,54
SCF,2009,8
SCF,2010,24
SCF,2011,44
SCF,2012,32
SCF,2013,61
SCF,2014,63
SCF,2015,135
SCF,2016,131
FVZ,2003,96
FVZ,2004,542
FVZ,2005,30
FVZ,2006,4
FVZ,2007,8
FVZ,2010,14
FVZ,2011,3
FVZ,2012,3
FVZ,2013,3
FVZ,2014,17
FVZ,2015,3
NKI,2002,131
NKI,2003,24
NKI,2004,21
NKI,2005,26
NKI,2006,21
NKI,2007,60
NKI,2008,50
NKI,2009,52
NKI,2010,39
NKI,2011,63
NKI,2012,35
NKI,2013,44
NKI,2014,54
NKI,2015,45
NKI,2016,47
GLD,1995,473
GLD,1996,232
GLD,1999,0
GLD,2000,0
GLD,2002,0
GLD,2007,0
GLD,2013,0
NQX,1998,0
NQX,2002,165
NQX,2004,93
NQX,2006,50
NQX,2007,208
NQX,2008,0
NQX,2009,46
NQX,2010,132
NQX,2012,0
NQX,2014,0
NQX,2015,0
NQX,2016,0
END,2000,0
END,2003,444
END,2004,243
JZL,2003,74
JZL,2010,612
VA4,2008,3
VA4,2009,2
VA4,2010,28
VA4,2012,528
VA4,2013,102
VA4,2014,7
VA4,2016,6
NXX,1999,83
NXX,2003,66
NXX,2004,232
NXX,2006,118
NXX,2008,159
LUF,1996,134
LUF,2001,45
LUF,2002,120
LUF,2003,80
LUF,2004,84
LUF,2005,50
LUF,2006,56
LUF,2007,19
LUF,2009,64
A40,2005,55
A40,2006,459
A40,2007,48
A40,2008,41
A40,2009,13
A40,2010,6
A40,2011,4
A40,2012,4
A40,2013,11
A40,2014,7
LVD,1998,123
LVD,2002,96
LVD,2003,73
LVD,2004,50
LVD,2005,121
LVD,2006,55
LVD,2007,54
